model,arima_order,horizon,rmse,mae,r2,rmse_pct,naive_rmse,naive_mae,naive_r2,naive_rmse_pct
ARIMA,"(1, 1, 1)",1,415.7260132043715,332.9109320774703,-1.0758271722467339,0.15792905711803995,26.158317067157725,17.64641025037651,0.9812571755161222,0.011139536363242672
ARIMA,"(1, 1, 1)",3,418.65366954886485,336.1148882251747,-1.0910004578446095,0.15874522137393554,43.20016470266503,30.76992740493223,0.9484136324493349,0.01848980881484328
ARIMA,"(1, 1, 1)",5,421.59003192605144,339.3328072278376,-1.1052983627870696,0.15957880773374308,54.99966001950055,40.365442865210845,0.9144558521504363,0.023564158328014916
ARIMA,"(1, 1, 1)",7,424.5038960209322,342.53457514735936,-1.1206101622287639,0.16040249594916092,64.49113892266342,46.68274419945406,0.8827821193683631,0.027504296290404184
ARIMA-GARCH,"(1, 1, 1)",1,415.7260132043715,332.9109320774703,-1.0758271722467339,0.15792905711803995,26.158317067157725,17.64641025037651,0.9812571755161222,0.011139536363242672
ARIMA-GARCH,"(1, 1, 1)",3,418.65366954886485,336.1148882251747,-1.0910004578446095,0.15874522137393554,43.20016470266503,30.76992740493223,0.9484136324493349,0.01848980881484328
ARIMA-GARCH,"(1, 1, 1)",5,421.59003192605144,339.3328072278376,-1.1052983627870696,0.15957880773374308,54.99966001950055,40.365442865210845,0.9144558521504363,0.023564158328014916
ARIMA-GARCH,"(1, 1, 1)",7,424.5038960209322,342.53457514735936,-1.1206101622287639,0.16040249594916092,64.49113892266342,46.68274419945406,0.8827821193683631,0.027504296290404184
